,id,mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,geometry,latitude,longitude
1102,pr2019071017,2.21,"1km SSW of Jobos, Puerto Rico",1552406622590,1552411732842,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2019071017,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/pr2019071017.geojson,,,,,reviewed,0,75,pr,2019071017,",pr2019071017,",",pr,",",geoserve,origin,phase-data,",9.0,0.0713,0.46,214.0,md,earthquake,"M 2.2 - 1km SSW of Jobos, Puerto Rico",POINT Z (-66.1743 17.9423 14),17.9423,-66.1743
1103,mb80337734,2.3,"41km NNE of Seeley Lake, Montana",1552406420660,1552684884090,-420,https://earthquake.usgs.gov/earthquakes/eventpage/mb80337734,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/mb80337734.geojson,,,,,reviewed,0,81,mb,80337734,",mb80337734,",",mb,",",geoserve,origin,phase-data,",24.0,0.311,0.14,180.0,ml,earthquake,"M 2.3 - 41km NNE of Seeley Lake, Montana",POINT Z (-113.3596667 47.5388333 12.77),47.5388333,-113.3596667
1104,pr2019071016,1.99,"3km ESE of La Plena, Puerto Rico",1552406362130,1552411712420,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2019071016,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/pr2019071016.geojson,,,,,reviewed,0,61,pr,2019071016,",pr2019071016,",",pr,",",geoserve,origin,phase-data,",4.0,0.0946,0.08,137.0,md,earthquake,"M 2.0 - 3km ESE of La Plena, Puerto Rico",POINT Z (-66.16930000000001 18.0366 10),18.0366,-66.1693
1105,ak01939oejs4,4.6,"68km SSW of Kobuk, Alaska",1552405971619,1552537297710,-540,https://earthquake.usgs.gov/earthquakes/eventpage/ak01939oejs4,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak01939oejs4.geojson,1.0,2.2,4.55,green,reviewed,0,326,ak,01939oejs4,",ak01939oejs4,us1000je5m,",",ak,us,",",dyfi,geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",,,0.85,,ml,earthquake,"M 4.6 - 68km SSW of Kobuk, Alaska",POINT Z (-157.2729 66.3096 12),66.3096,-157.2729
1106,ak01939oedkl,4.3,"73km SSW of Kobuk, Alaska",1552405961893,1552426270040,-540,https://earthquake.usgs.gov/earthquakes/eventpage/ak01939oedkl,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak01939oedkl.geojson,,,4.21,green,reviewed,0,284,ak,01939oedkl,",ak01939oedkl,us1000je63,",",ak,us,",",geoserve,losspager,origin,phase-data,shakemap,",,,0.54,,ml,earthquake,"M 4.3 - 73km SSW of Kobuk, Alaska",POINT Z (-157.2276 66.2632 7.6),66.2632,-157.2276
1107,nc73151136,0.56,"6km W of Cobb, CA",1552405553180,1552409283722,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nc73151136,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc73151136.geojson,,,,,automatic,0,5,nc,73151136,",nc73151136,",",nc,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",7.0,0.01094,0.03,133.0,md,earthquake,"M 0.6 - 6km W of Cobb, CA",POINT Z (-122.7953339 38.828167 0.55),38.828167,-122.7953339
1108,ak01939obtdj,3.0,"69km SSW of Kobuk, Alaska",1552405245956,1552415064040,-540,https://earthquake.usgs.gov/earthquakes/eventpage/ak01939obtdj,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak01939obtdj.geojson,,,,,automatic,0,138,ak,01939obtdj,",ak01939obtdj,us1000je5d,",",ak,us,",",geoserve,origin,phase-data,",,,0.66,,ml,earthquake,"M 3.0 - 69km SSW of Kobuk, Alaska",POINT Z (-157.2226 66.3 0.1),66.3,-157.2226
1109,nc73151131,0.55,"5km WNW of The Geysers, CA",1552404610460,1552407903583,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nc73151131,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc73151131.geojson,,,,,automatic,0,5,nc,73151131,",nc73151131,",",nc,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",6.0,0.01653,0.01,133.0,md,earthquake,"M 0.6 - 5km WNW of The Geysers, CA",POINT Z (-122.8113327 38.7971649 3.54),38.7971649,-122.8113327
1110,nc73151126,0.55,"5km NNW of The Geysers, CA",1552404145940,1552412222975,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nc73151126,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc73151126.geojson,,,,,automatic,0,5,nc,73151126,",nc73151126,",",nc,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",8.0,0.003771,0.04,164.0,md,earthquake,"M 0.6 - 5km NNW of The Geysers, CA",POINT Z (-122.7813339 38.8170013 1.39),38.8170013,-122.7813339
1111,nc73151121,0.73,"4km ESE of Mammoth Lakes, CA",1552403665570,1552410481530,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nc73151121,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc73151121.geojson,,,,,reviewed,0,8,nc,73151121,",nc73151121,",",nc,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",17.0,0.01499,0.06,139.0,md,earthquake,"M 0.7 - 4km ESE of Mammoth Lakes, CA",POINT Z (-118.9418333 37.6218333 5.81),37.6218333,-118.9418333
1112,nn00679840,1.4,"34km SSE of Goldfield, Nevada",1552403175328,1552442669808,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nn00679840,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nn00679840.geojson,,,,,reviewed,0,30,nn,00679840,",nn00679840,",",nn,",",geoserve,origin,phase-data,",16.0,0.372,0.1648,144.22,ml,earthquake,"M 1.4 - 34km SSE of Goldfield, Nevada",POINT Z (-117.0677 37.4263 14.2),37.4263,-117.0677
1113,nc73151111,0.85,"1km S of Round Valley, CA",1552402902400,1552411382909,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nc73151111,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc73151111.geojson,,,,,reviewed,0,11,nc,73151111,",nc73151111,",",nc,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",9.0,0.05881,0.04,159.0,md,earthquake,"M 0.9 - 1km S of Round Valley, CA",POINT Z (-118.5983333 37.405 9.92),37.405,-118.5983333
1114,ak01939o37hh,3.3,"82km NNE of Chignik Lake, Alaska",1552402830705,1552414914040,-540,https://earthquake.usgs.gov/earthquakes/eventpage/ak01939o37hh,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak01939o37hh.geojson,,,,,automatic,0,168,ak,01939o37hh,",ak01939o37hh,us1000je4n,",",ak,us,",",geoserve,origin,phase-data,",,,0.87,,ml,earthquake,"M 3.3 - 82km NNE of Chignik Lake, Alaska",POINT Z (-158.1565 56.9163 123.1),56.9163,-158.1565
1115,pr2019071011,2.3,"5km SW of Jobos, Puerto Rico",1552402663980,1552414687040,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2019071011,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/pr2019071011.geojson,,,,,reviewed,0,81,pr,2019071011,",pr2019071011,us1000je4s,",",pr,us,",",geoserve,origin,phase-data,",13.0,0.0744,0.37,214.0,md,earthquake,"M 2.3 - 5km SW of Jobos, Puerto Rico",POINT Z (-66.1773 17.9416 16),17.9416,-66.1773
1116,ak01939ntedq,1.8,"78km WSW of Cantwell, Alaska",1552402494730,1552402720168,-540,https://earthquake.usgs.gov/earthquakes/eventpage/ak01939ntedq,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak01939ntedq.geojson,,,,,automatic,0,50,ak,01939ntedq,",ak01939ntedq,",",ak,",",geoserve,origin,",,,0.25,,ml,earthquake,"M 1.8 - 78km WSW of Cantwell, Alaska",POINT Z (-150.3285 63.064 92.40000000000001),63.064,-150.3285
1117,ci38265567,0.38,"10km NNW of Anza, CA",1552402143260,1552416221744,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci38265567,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci38265567.geojson,,,,,reviewed,0,2,ci,38265567,",ci38265567,",",ci,",",geoserve,nearby-cities,origin,phase-data,",10.0,0.03297,0.04,127.0,ml,earthquake,"M 0.4 - 10km NNW of Anza, CA",POINT Z (-116.7025 33.6461667 12.21),33.6461667,-116.7025
1118,ci38265559,0.3,"10km NNW of Anza, CA",1552401869320,1552411190263,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci38265559,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci38265559.geojson,,,,,reviewed,0,1,ci,38265559,",ci38265559,",",ci,",",geoserve,nearby-cities,origin,phase-data,",13.0,0.03296,0.05,127.0,ml,earthquake,"M 0.3 - 10km NNW of Anza, CA",POINT Z (-116.7026667 33.6463333 12.57),33.6463333,-116.7026667
1119,ak01939nr0g0,1.6,"37km S of Redoubt Volcano, Alaska",1552401820428,1552402107892,-540,https://earthquake.usgs.gov/earthquakes/eventpage/ak01939nr0g0,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak01939nr0g0.geojson,,,,,automatic,0,39,ak,01939nr0g0,",ak01939nr0g0,",",ak,",",geoserve,origin,",,,0.52,,ml,earthquake,"M 1.6 - 37km S of Redoubt Volcano, Alaska",POINT Z (-152.8081 60.1543 99.5),60.1543,-152.8081
1120,pr2019071013,1.82,"0km NE of Jobos, Puerto Rico",1552401668990,1552410375638,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2019071013,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/pr2019071013.geojson,,,,,reviewed,0,51,pr,2019071013,",pr2019071013,",",pr,",",geoserve,origin,phase-data,",12.0,0.0549,0.34,200.0,md,earthquake,"M 1.8 - 0km NE of Jobos, Puerto Rico",POINT Z (-66.1613 17.9588 15),17.9588,-66.1613
1121,nc73151101,0.09,"4km ESE of Mammoth Lakes, CA",1552401370670,1552411083884,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nc73151101,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc73151101.geojson,,,,,reviewed,0,0,nc,73151101,",nc73151101,",",nc,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",14.0,0.01325,0.05,140.0,md,earthquake,"M 0.1 - 4km ESE of Mammoth Lakes, CA",POINT Z (-118.944 37.6215 5.92),37.6215,-118.944
1122,ak01939nokik,1.7,"48km SSW of Cantwell, Alaska",1552401120610,1552401435549,-540,https://earthquake.usgs.gov/earthquakes/eventpage/ak01939nokik,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak01939nokik.geojson,,,,,automatic,0,44,ak,01939nokik,",ak01939nokik,",",ak,",",geoserve,origin,",,,0.83,,ml,earthquake,"M 1.7 - 48km SSW of Cantwell, Alaska",POINT Z (-149.233 62.9791 70.90000000000001),62.9791,-149.233
1123,nc73151096,0.57,"10km WNW of The Geysers, CA",1552400784740,1552404303229,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nc73151096,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc73151096.geojson,,,,,automatic,0,5,nc,73151096,",nc73151096,",",nc,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",8.0,0.02129,0.02,70.0,md,earthquake,"M 0.6 - 10km WNW of The Geysers, CA",POINT Z (-122.854332 38.8218346 2.83),38.8218346,-122.854332
1124,pr2019071007,2.63,"2km ENE of Central Aguirre, Puerto Rico",1552400734890,1552404389040,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2019071007,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/pr2019071007.geojson,,,,,reviewed,0,106,pr,2019071007,",pr2019071007,us1000je4c,",",pr,us,",",geoserve,origin,phase-data,",16.0,0.0521,0.23,191.0,md,earthquake,"M 2.6 - 2km ENE of Central Aguirre, Puerto Rico",POINT Z (-66.1585 17.9583 14),17.9583,-66.1585
1125,ci38265511,1.05,"8km S of Lytle Creek, CA",1552400459070,1552415869855,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci38265511,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci38265511.geojson,,,,,reviewed,0,17,ci,38265511,",ci38265511,",",ci,",",geoserve,nearby-cities,origin,phase-data,",26.0,0.0233,0.13,49.0,ml,earthquake,"M 1.1 - 8km S of Lytle Creek, CA",POINT Z (-117.5071667 34.1846667 4.57),34.1846667,-117.5071667
1126,pr2019071014,2.08,"2km N of Jobos, Puerto Rico",1552400144630,1552536974930,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2019071014,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/pr2019071014.geojson,15.0,4.6,,,reviewed,0,73,pr,2019071014,",pr2019071014,",",pr,",",dyfi,geoserve,origin,phase-data,",4.0,0.0562,0.19,187.0,md,earthquake,"M 2.1 - 2km N of Jobos, Puerto Rico",POINT Z (-66.16249999999999 17.9735 14),17.9735,-66.1625
1127,ci38265479,0.73,"6km NNW of Glen Avon, CA",1552400061540,1552410901433,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci38265479,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci38265479.geojson,,,,,reviewed,0,8,ci,38265479,",ci38265479,",",ci,",",geoserve,nearby-cities,origin,phase-data,",24.0,0.03176,0.18,132.0,ml,earthquake,"M 0.7 - 6km NNW of Glen Avon, CA",POINT Z (-117.4985 34.0596667 3.1),34.0596667,-117.4985
1128,ci38265463,0.36,"9km NE of Aguanga, CA",1552399903510,1552415155794,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci38265463,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci38265463.geojson,,,,,reviewed,0,2,ci,38265463,",ci38265463,",",ci,",",geoserve,nearby-cities,origin,phase-data,",17.0,0.02452,0.12,69.0,ml,earthquake,"M 0.4 - 9km NE of Aguanga, CA",POINT Z (-116.7858333 33.491 4.91),33.491,-116.7858333
1129,nc73151091,0.08,"3km ESE of Mammoth Lakes, CA",1552399599790,1552410185806,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nc73151091,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc73151091.geojson,,,,,reviewed,0,0,nc,73151091,",nc73151091,",",nc,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",8.0,0.01811,0.05,142.0,md,earthquake,"M 0.1 - 3km ESE of Mammoth Lakes, CA",POINT Z (-118.9453333 37.6311667 4.43),37.6311667,-118.9453333
1130,pr2019071015,1.6,"1km ENE of Jobos, Puerto Rico",1552398914870,1552410549741,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2019071015,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/pr2019071015.geojson,,,,,reviewed,0,39,pr,2019071015,",pr2019071015,",",pr,",",geoserve,origin,phase-data,",4.0,0.0456,0.32,201.0,md,earthquake,"M 1.6 - 1km ENE of Jobos, Puerto Rico",POINT Z (-66.1523 17.9616 16),17.9616,-66.1523
1131,nn00679839,0.9,"59km NE of Lone Pine, California",1552397814369,1552442667432,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nn00679839,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nn00679839.geojson,,,,,reviewed,0,12,nn,00679839,",nn00679839,",",nn,",",geoserve,origin,phase-data,",10.0,0.472,0.1841,168.06,ml,earthquake,"M 0.9 - 59km NE of Lone Pine, California",POINT Z (-117.6098 36.9945 0),36.9945,-117.6098
1132,pr2019071012,2.14,"5km N of Jobos, Puerto Rico",1552397545050,1552540036978,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2019071012,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/pr2019071012.geojson,18.0,5.2,,,reviewed,0,80,pr,2019071012,",pr2019071012,",",pr,",",dyfi,geoserve,origin,phase-data,",5.0,0.0712,0.44,158.0,md,earthquake,"M 2.1 - 5km N of Jobos, Puerto Rico",POINT Z (-66.1671 18.0035 11),18.0035,-66.1671
1133,pr2019071009,1.77,"1km SSW of Jobos, Puerto Rico",1552397473740,1552405257678,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2019071009,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/pr2019071009.geojson,,,,,reviewed,0,48,pr,2019071009,",pr2019071009,",",pr,",",geoserve,origin,phase-data,",8.0,0.0675,0.33,212.0,md,earthquake,"M 1.8 - 1km SSW of Jobos, Puerto Rico",POINT Z (-66.1713 17.9455 15),17.9455,-66.1713
1134,pr2019071008,2.89,"1km WSW of Jobos, Puerto Rico",1552397261270,1552404650040,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2019071008,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/pr2019071008.geojson,,,,,reviewed,0,128,pr,2019071008,",pr2019071008,us1000je56,",",pr,us,",",geoserve,origin,phase-data,",14.0,0.0492,0.25,194.0,md,earthquake,"M 2.9 - 1km WSW of Jobos, Puerto Rico",POINT Z (-66.1551 17.9561 14),17.9561,-66.1551
1135,nn00679837,1.3,"65km SE of Warm Springs, Nevada",1552397151852,1552442665015,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nn00679837,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nn00679837.geojson,,,,,reviewed,0,26,nn,00679837,",nn00679837,",",nn,",",geoserve,origin,phase-data,",15.0,0.187,0.1528,218.39,ml,earthquake,"M 1.3 - 65km SE of Warm Springs, Nevada",POINT Z (-115.773 37.8305 0),37.8305,-115.773
1136,pr2019071006,4.6,"13km S of Jobos, Puerto Rico",1552396137170,1552791972787,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2019071006,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/pr2019071006.geojson,587.0,4.9,4.992,green,reviewed,0,613,pr,2019071006,",pt19071050,us1000je3l,pr2019071006,",",pt,us,pr,",",dyfi,geoserve,losspager,origin,phase-data,shakemap,",21.0,0.0811,0.47,210.0,ml,earthquake,"M 4.6 - 13km S of Jobos, Puerto Rico",POINT Z (-66.1798 17.93 13),17.93,-66.1798
1137,us1000je3g,4.5,"37km NNW of Orcopampa, Peru",1552395067090,1552444924791,-300,https://earthquake.usgs.gov/earthquakes/eventpage/us1000je3g,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us1000je3g.geojson,1.0,2.0,,,reviewed,0,312,us,1000je3g,",us1000je3g,",",us,",",dyfi,geoserve,origin,phase-data,",,3.912,0.92,125.0,mb,earthquake,"M 4.5 - 37km NNW of Orcopampa, Peru",POINT Z (-72.5262 -14.9759 70.98),-14.9759,-72.5262
1138,us1000je3d,4.9,"132km SSW of Lorengau, Papua New Guinea",1552394309050,1552396391040,600,https://earthquake.usgs.gov/earthquakes/eventpage/us1000je3d,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us1000je3d.geojson,,,,,reviewed,0,369,us,1000je3d,",us1000je3d,",",us,",",geoserve,origin,phase-data,",,1.22,1.23,35.0,mb,earthquake,"M 4.9 - 132km SSW of Lorengau, Papua New Guinea",POINT Z (146.7428 -3.1004 10),-3.1004,146.7428
1139,ak01939mi8gv,1.4,"23km SSW of Badger, Alaska",1552394089105,1552394654999,-540,https://earthquake.usgs.gov/earthquakes/eventpage/ak01939mi8gv,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak01939mi8gv.geojson,,,,,automatic,0,30,ak,01939mi8gv,",ak01939mi8gv,",",ak,",",geoserve,origin,",,,0.76,,ml,earthquake,"M 1.4 - 23km SSW of Badger, Alaska",POINT Z (-147.6817 64.59910000000001 19.5),64.5991,-147.6817
1140,ci38265327,0.56,"8km NE of Aguanga, CA",1552393906780,1552414973145,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci38265327,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci38265327.geojson,,,,,reviewed,0,5,ci,38265327,",ci38265327,",",ci,",",geoserve,nearby-cities,origin,phase-data,",26.0,0.02629,0.11,70.0,ml,earthquake,"M 0.6 - 8km NE of Aguanga, CA",POINT Z (-116.7905 33.4873333 4.8),33.4873333,-116.7905
1141,ci38265319,1.43,"13km SE of Bodfish, CA",1552393398510,1552538019761,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci38265319,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci38265319.geojson,1.0,3.1,,,reviewed,0,32,ci,38265319,",ci38265319,",",ci,",",dyfi,geoserve,nearby-cities,origin,phase-data,",14.0,0.1694,0.12,105.0,ml,earthquake,"M 1.4 - 13km SE of Bodfish, CA",POINT Z (-118.3785 35.512 6.19),35.512,-118.3785
1142,ak01939mfd65,1.6,"62km SSE of Tanana, Alaska",1552393270539,1552393450315,-540,https://earthquake.usgs.gov/earthquakes/eventpage/ak01939mfd65,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak01939mfd65.geojson,,,,,automatic,0,39,ak,01939mfd65,",ak01939mfd65,",",ak,",",geoserve,origin,",,,0.42,,ml,earthquake,"M 1.6 - 62km SSE of Tanana, Alaska",POINT Z (-151.6968 64.636 17.5),64.636,-151.6968
1143,hv70861662,1.89,"18km SSE of Pahala, Hawaii",1552392004150,1552416581010,-600,https://earthquake.usgs.gov/earthquakes/eventpage/hv70861662,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/hv70861662.geojson,,,,,reviewed,0,55,hv,70861662,",hv70861662,",",hv,",",geoserve,origin,phase-data,",55.0,0.1124,0.1,205.0,md,earthquake,"M 1.9 - 18km SSE of Pahala, Hawaii",POINT Z (-155.4111667 19.0533333 35.7),19.0533333,-155.4111667
1144,ak01939m0v8f,1.9,"12km S of Big Lake, Alaska",1552391626304,1552391905373,-540,https://earthquake.usgs.gov/earthquakes/eventpage/ak01939m0v8f,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak01939m0v8f.geojson,,,,,automatic,0,56,ak,01939m0v8f,",ak01939m0v8f,",",ak,",",geoserve,origin,",,,0.57,,ml,earthquake,"M 1.9 - 12km S of Big Lake, Alaska",POINT Z (-149.9142 61.4127 30),61.4127,-149.9142
1145,hv70861637,2.02,"4km SSW of Volcano, Hawaii",1552391199860,1552415447600,-600,https://earthquake.usgs.gov/earthquakes/eventpage/hv70861637,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/hv70861637.geojson,,,,,reviewed,0,63,hv,70861637,",hv70861637,",",hv,",",geoserve,origin,phase-data,",34.0,0.005274,0.11,79.0,ml,earthquake,"M 2.0 - 4km SSW of Volcano, Hawaii",POINT Z (-155.2605 19.3975 1.63),19.3975,-155.2605
1146,uu60316117,1.27,"37km SW of Ferron, Utah",1552390954910,1552498309220,-420,https://earthquake.usgs.gov/earthquakes/eventpage/uu60316117,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/uu60316117.geojson,,,,,reviewed,0,25,uu,60316117,",uu60316117,",",uu,",",geoserve,origin,phase-data,",5.0,0.06326,0.14,137.0,md,earthquake,"M 1.3 - 37km SW of Ferron, Utah",POINT Z (-111.4256667 38.8433333 1.63),38.8433333,-111.4256667
1147,nc73151046,1.85,"7km SSW of San Francisco Zoo, CA",1552390397200,1552525030284,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nc73151046,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc73151046.geojson,1.0,2.7,,,reviewed,0,53,nc,73151046,",nc73151046,",",nc,",",dyfi,focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",41.0,0.04996,0.06,116.0,md,earthquake,"M 1.9 - 7km SSW of San Francisco Zoo, CA",POINT Z (-122.547 37.6781667 9.57),37.6781667,-122.547
1148,ak01939lw4wv,1.8,"11km SW of Knik-Fairview, Alaska",1552390298876,1552390530640,-540,https://earthquake.usgs.gov/earthquakes/eventpage/ak01939lw4wv,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak01939lw4wv.geojson,,,,,automatic,0,50,ak,01939lw4wv,",ak01939lw4wv,",",ak,",",geoserve,origin,",,,0.26,,ml,earthquake,"M 1.8 - 11km SW of Knik-Fairview, Alaska",POINT Z (-149.7778 61.447 50.3),61.447,-149.7778
1149,mb80337724,1.94,"43km NNE of Soda Springs, Idaho",1552389771180,1552668672440,-420,https://earthquake.usgs.gov/earthquakes/eventpage/mb80337724,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/mb80337724.geojson,,,,,reviewed,0,58,mb,80337724,",mb80337724,",",mb,",",geoserve,origin,phase-data,",9.0,0.366,0.4,187.0,ml,earthquake,"M 1.9 - 43km NNE of Soda Springs, Idaho",POINT Z (-111.4501667 43.0263333 2.5),43.0263333,-111.4501667
1150,ak01939lrtsi,1.9,"56km WSW of Anchor Point, Alaska",1552389088430,1552389376711,-600,https://earthquake.usgs.gov/earthquakes/eventpage/ak01939lrtsi,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak01939lrtsi.geojson,,,,,automatic,0,56,ak,01939lrtsi,",ak01939lrtsi,",",ak,",",geoserve,origin,",,,0.74,,ml,earthquake,"M 1.9 - 56km WSW of Anchor Point, Alaska",POINT Z (-152.6909 59.5209 79.7),59.5209,-152.6909
1151,ak01939lqq6h,1.9,"13km NE of Willow, Alaska",1552388775403,1552389175331,-540,https://earthquake.usgs.gov/earthquakes/eventpage/ak01939lqq6h,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak01939lqq6h.geojson,,,,,automatic,0,56,ak,01939lqq6h,",ak01939lqq6h,",",ak,",",geoserve,origin,",,,1.18,,ml,earthquake,"M 1.9 - 13km NE of Willow, Alaska",POINT Z (-149.8742 61.8399 33.5),61.8399,-149.8742
1152,nc73151026,1.78,"5km NNW of Laytonville, CA",1552387889470,1552697282643,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nc73151026,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc73151026.geojson,,,,,reviewed,0,49,nc,73151026,",nc73151026,",",nc,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",16.0,0.07313,0.05,89.0,md,earthquake,"M 1.8 - 5km NNW of Laytonville, CA",POINT Z (-123.5068333 39.7305 9.84),39.7305,-123.5068333
1153,ak01939ld8t5,1.9,"58km SSE of Cantwell, Alaska",1552387404747,1552387890698,-540,https://earthquake.usgs.gov/earthquakes/eventpage/ak01939ld8t5,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak01939ld8t5.geojson,,,,,automatic,0,56,ak,01939ld8t5,",ak01939ld8t5,",",ak,",",geoserve,origin,",,,1.2,,ml,earthquake,"M 1.9 - 58km SSE of Cantwell, Alaska",POINT Z (-148.4874 62.9078 0),62.9078,-148.4874
1154,nc73151011,1.88,"5km NNW of Laytonville, CA",1552387151510,1552695482473,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nc73151011,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc73151011.geojson,,,,,reviewed,0,54,nc,73151011,",nc73151011,",",nc,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",15.0,0.07447,0.04,79.0,md,earthquake,"M 1.9 - 5km NNW of Laytonville, CA",POINT Z (-123.5045 39.7303333 9.76),39.7303333,-123.5045
